X,Y,ID,COUNTY_ID,TOWN_ID,VILLAGE_ID,V_Name,T_Name,C_Name,TWD97x,TWD97y
118.31630826110448,24.433163624494171,17,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180673.828246722,2703167.21284235
118.3187180888483,24.439217700331806,18,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180921.490307226,2703836.55019304
118.32486960629322,24.442981429914322,19,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181547.274480394,2704250.36097376
118.3215818902066,24.442832312067946,20,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181213.835620039,2704235.47427918
118.32158163655086,24.440596520906098,21,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181212.596621048,2703987.84106604
118.32175472866099,24.44107867941354,22,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181230.40920126,2704041.15833523
118.32164502228582,24.438839129126805,23,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181218.07023155,2703793.16318962
118.32260398787095,24.439916645803816,24,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181315.891522705,2703912.03150967
118.31630780632386,24.437377846737068,25,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180676.08623893,2703633.97482473
118.31679759884285,24.432237134322136,26,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180722.942388243,2703064.35120517
118.32371093582528,24.441460678646557,27,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181428.968438486,2704082.49790615
118.31254569489377,24.436316357762827,28,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180294.026071825,2703518.29404973
118.3100189334661,24.436638271271427,29,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180037.988863352,2703555.22292624
118.31414862601912,24.437976729021081,30,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180457.474757322,2703701.3888483
118.31041256927583,24.435906125781596,31,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180077.499865617,2703473.93257034
118.32033839899537,24.437538729378815,32,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181084.873931751,2703649.78226074
118.32255218936703,24.440242672328331,33,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181310.815944522,2703948.16746739
118.32067571764999,24.439602803941174,34,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181120.199289977,2703878.22860543
118.31717394937839,24.438454111075064,35,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180764.500522526,2703752.74718022
118.31199441550636,24.437215733666132,36,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180238.620942215,2703618.18541363
118.32010086482993,24.438440209209613,37,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181061.278310221,2703749.7471998
118.31336090041495,24.437699216769794,38,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180377.447672704,2703671.04773536
118.31779903617209,24.435768289008411,39,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180826.418142569,2703454.95664322
118.31322244966636,24.437528633530533,40,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180363.31516125,2703652.22375764
118.3154758770871,24.437113245513942,41,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180591.58411219,2703605.08463346
118.31983747784891,24.439513564211339,42,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181035.155126856,2703868.76174433
118.31121016213226,24.435928547824375,43,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180158.388788079,2703476.01355215
118.31546337471501,24.437729548311985,44,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180590.653779461,2703673.35182012
118.32480706769965,24.442962506434647,45,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181540.92316107,2704248.29595475
118.31819282386977,24.437500321810525,46,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180867.292962545,2703646.5976916
118.32024943952338,24.441275001682627,47,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181077.884831714,2704063.6511752
118.31326341689262,24.438344973501842,48,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180367.91758146,2703742.61997707
118.31487779916705,24.432970776911286,49,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180528.669538021,2703146.57002379
118.31856744482782,24.437926625787391,50,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180905.511649596,2703693.62760169
118.32395294048789,24.444142064552828,51,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181454.956851717,2704379.36486344
118.31674945289355,24.436405070228254,52,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180720.337457896,2703526.01034144
118.32142866656777,24.440277107648388,53,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181196.912571713,2703952.53927153
118.31608319326634,24.439678957779254,54,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180654.569265802,2703888.95545283
118.32341381745128,24.441094059492361,55,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181398.6433545,2704042.0388282
118.31678286737646,24.432438757963226,56,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180721.558711256,2703086.69013448
118.31424312800509,24.437951841070127,57,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180467.043525495,2703698.58483617
118.32345860645165,24.442359077633178,58,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181403.869380524,2704182.12837717
118.32141621364482,24.441199359445104,59,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181196.150454966,2704054.69286544
118.31133780067158,24.436528097403983,60,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180171.661634576,2703542.35457319
118.31477373374912,24.434803347869341,61,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180519.12112614,2703349.59539708
118.31666387529634,24.432011895147252,62,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180709.259259858,2703039.47090786
118.32321040785042,24.440523844532869,63,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181377.709653041,2703978.98336995
118.32425853905062,24.442971365681597,64,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181485.309895251,2704249.54852145
118.31570220589391,24.431769167520212,65,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180611.609458311,2703013.06812976
118.31089233070664,24.437065109313835,66,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180126.786789824,2703602.0580521
118.32516109197093,24.442886952844841,67,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181576.778659247,2704239.75273948
118.3147813947956,24.434376143884624,68,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180519.663881471,2703302.2749923
118.31678376121619,24.43777724488649,69,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180724.566094421,2703677.9734793
118.31398252727482,24.437937268646852,70,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180440.610840334,2703697.10168683
118.32602157475121,24.442905006947608,71,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181664.037071685,2704241.3274204
118.31455656984949,24.439467066489275,72,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180499.656933186,2703866.25199616
118.31356863305231,24.437101016813997,73,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180398.18322639,2703604.68742401
118.321952867836,24.441614399939063,74,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181250.790378192,2704100.3956502
118.31593344507081,24.434495735294192,75,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180636.549482832,2703314.94333058
118.3190500648595,24.438026994597649,76,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180954.503545373,2703704.50360678
118.32408059492326,24.442823043583282,77,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181467.187057402,2704233.20862756
118.30907864987321,24.437000374229093,78,09020,0902001,0902001-002,西門里,金城鎮,金門縣,179942.84395164,2703595.80436194
118.31350527776249,24.43531253563701,79,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180390.777121835,2703406.62932555
118.31536348978838,24.438229416658711,80,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180580.799224949,2703728.76667945
118.31461438234834,24.43319285244581,81,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180502.0799615,2703171.29896517
118.32328387867722,24.440780071211663,82,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181385.29806107,2704007.32628656
118.31642617488873,24.435431977679201,83,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180687.025002173,2703418.39363098
118.31734283339293,24.439094982904177,84,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180781.975051669,2703823.64490354
118.32111770554594,24.440618509046018,85,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181165.567384494,2703990.50699095
118.31263290637726,24.43560560322053,86,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180302.478655551,2703439.52786435
118.31874342278184,24.43583799534996,87,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180922.2177034,2703462.20585871
118.31468034440995,24.434691024806934,88,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180509.589735978,2703337.2014932
118.31692581026147,24.437011785549068,89,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180738.551592244,2703593.12113426
118.31931445186484,24.438212186844634,90,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180981.412944391,2703724.88346288
118.31927333664743,24.436782423254805,91,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180976.46551559,2703566.54522499
118.31326811947552,24.434719591379682,92,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180366.403344289,2703341.07478615
118.31230570139417,24.43529328328508,93,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180269.127969605,2703405.10040119
118.31973171267502,24.440089003577466,94,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181024.743867561,2703932.54934372
118.3124209815682,24.435271351380781,95,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180280.805468682,2703402.61321381
118.31570871504054,24.434242982722711,96,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180613.623127532,2703287.06135361
118.32177943420257,24.44004440740537,97,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181232.35318567,2703926.59145493
118.31753232928594,24.436246752904061,98,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180799.634978136,2703508.08391393
118.32132122992668,24.439652638561231,99,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181185.679816418,2703883.42728327
118.31786374485426,24.434136589946899,100,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180832.089573906,2703274.1995128
118.32321896604928,24.443414059009257,101,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181380.142068082,2704299.09548729
118.31344192177089,24.438588154440129,102,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180386.151300334,2703769.46465622
118.3171888221333,24.437714096409433,103,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180765.604478213,2703670.77666589
118.31302069164296,24.436950327705439,104,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180342.539269298,2703588.27278231
118.31538441158391,24.43793582336307,105,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180582.759916838,2703696.23816546
118.32018771033984,24.438847077078705,106,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181070.305548365,2703794.76811858
118.31745023768828,24.437925724003026,107,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180792.227353009,2703694.08559733
118.31924568479404,24.438488379046262,108,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180974.590417627,2703755.50842556
118.3182068189453,24.435904016534739,109,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180867.84165886,2703469.78602983
118.31666546975028,24.43545727772587,110,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180711.303594961,2703421.07609216
118.31692009064976,24.434893965095128,111,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180736.814721784,2703358.55696471
118.31770750928941,24.437942634260168,112,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180818.323692522,2703695.83000634
118.31788016993249,24.438048957314052,113,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180835.889329603,2703707.51996551
118.31646400304049,24.437224412353316,114,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180691.840641348,2703616.90244755
118.32035173590339,24.43816114155057,115,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181086.564607655,2703718.71316839
118.31352938403974,24.43511709256267,116,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180393.114236916,2703384.97018183
118.31438734421397,24.433432243187216,117,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180479.188870733,2703197.92750951
118.31405925264775,24.436589295417196,118,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180447.651248309,2703547.76330948
118.31356591209023,24.439153443447747,119,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180399.034102162,2703832.01305718
118.31902518988637,24.438184667206635,120,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180952.067121227,2703721.97962164
118.31737097331737,24.435448173626259,121,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180782.837458758,2703419.71495646
118.31608760263978,24.432004759071067,122,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180650.819086329,2703038.96892392
118.32040859901959,24.439734450525965,123,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181093.185624998,2703892.94250607
118.32210614046747,24.441989230928055,124,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181266.534875164,2704141.83534977
118.31354868001368,24.437266411051638,125,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180396.250792013,2703623.01631373
118.31318698019112,24.435818084124538,126,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180358.779018173,2703462.78325809
118.31997130098348,24.440731232090418,127,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181049.386810109,2704003.56242458
118.31641156941446,24.436918932362683,128,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180686.356881839,2703583.09411751
118.31793153403061,24.437188806518556,129,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180840.628389056,2703612.22512576
118.31890431347642,24.439048057129821,130,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180940.280710331,2703817.66784539
118.32150788587565,24.439890256142423,131,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181204.735246525,2703909.65274725
118.31409944337868,24.440020375051198,132,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180453.608806629,2703927.76529325
118.31901280828485,24.440270046224487,133,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180951.947474138,2703952.95968627
118.32086248891422,24.438384598147913,134,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181138.475765589,2703743.20884972
118.31042213313208,24.436971525084349,135,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180079.057193136,2703591.93009204
118.31848763862763,24.43745342247465,136,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180897.161451959,2703641.25604049
118.31463640943326,24.433263925104438,137,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180504.352523271,2703179.15982761
118.31208968789043,24.437240073182416,138,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180248.294929512,2703620.83323952
118.31380476336732,24.440225898870551,139,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180423.841795833,2703950.67689852
118.31393369244174,24.436956823996841,140,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180435.121068693,2703588.53338126
118.31718871540517,24.435807184359593,141,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180764.55234371,2703459.56961438
118.31490866121473,24.434954899892759,142,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180532.886022267,2703366.31342133
118.3105229505253,24.437007482576291,143,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180089.299901584,2703595.86180301
118.32333439658191,24.443338773783815,144,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181391.805354125,2704290.69978884
118.31377659957755,24.434733417797531,145,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180417.971695349,2703342.35062796
118.3233941939686,24.443696874895281,146,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181398.062314414,2704330.33297445
118.316340930697,24.434138675228546,147,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180677.674085182,2703275.19181423
118.31451610543772,24.434338510831566,148,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180492.742383159,2703298.23991424
118.3197369210516,24.436734331306873,149,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181023.446810343,2703560.98765079
118.31688722807262,24.435225572473271,150,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180733.663555427,2703395.30179608
118.31823652632434,24.439025747040407,151,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180872.556129617,2703815.53000398
118.31599210102559,24.433463724070183,152,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180641.932826498,2703200.60975415
118.31721065315008,24.437588033813327,153,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180767.749288265,2703656.80322055
118.31993938275839,24.440637912859234,154,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181046.0996417,2703993.2424004
118.30895004734194,24.436192914262442,155,09020,0902001,0902001-002,西門里,金城鎮,金門縣,179929.357408369,2703506.4361061
118.31598524489681,24.439223112139381,156,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180644.388133902,2703838.51560971
118.32202641286607,24.441339989200301,157,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181258.098744043,2704069.96575993
118.30927182981259,24.436090577659304,158,09020,0902001,0902001-002,西門里,金城鎮,金門縣,179961.929819505,2703494.93865526
118.31863202883051,24.437279396397543,159,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180911.707710715,2703621.90909847
118.32087385633744,24.440186406770373,160,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181140.60710977,2703942.76914735
118.31943557932281,24.437678684053452,161,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180993.404744616,2703665.73303077
118.31694320252616,24.432644387640778,162,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180737.929569162,2703109.38521479
118.31089849988436,24.43646609266851,163,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180127.082223215,2703535.70857512
118.32475644249683,24.442200769757132,164,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181535.3785748,2704163.95204437
118.31999253358566,24.437529372701274,165,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181049.798303153,2703648.91808679
118.32338305772029,24.440551724161899,166,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181395.230912321,2703981.98572968
118.31800067686689,24.43545233390272,167,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180846.692355462,2703419.86117624
118.31403646155766,24.4361283190369,168,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180445.087341548,2703496.71759041
118.30893006384268,24.437021497698876,169,09020,0902001,0902001-002,西門里,金城鎮,金門縣,179927.789006814,2703598.21914676
118.31569683637606,24.438600051827486,170,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180614.803050402,2703769.65070435
118.30992025755477,24.436346135219086,171,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180027.821877112,2703522.91613731
118.31265702303504,24.438053931329343,172,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180306.269952933,2703710.68954536
118.31839121807185,24.439697590102913,173,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180888.607863277,2703889.86526975
118.30986463969124,24.437275832501946,174,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180022.695328667,2703625.91640938
118.31575576610985,24.432747000708392,175,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180617.575677588,2703121.34479344
118.31521271600427,24.435598794175032,176,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180564.07025172,2703437.47785035
118.3206127087159,24.43943847203867,177,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181113.721030673,2703860.05876255
118.31361095201207,24.434302056320654,178,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180400.937978643,2703294.65681199
118.31660591318357,24.438381828480612,179,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180706.86288368,2703745.02536972
118.31291929940684,24.438498330793781,180,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180333.108741102,2703759.77872162
118.31458125836242,24.435030203549623,181,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180499.728148305,2703374.81821368
118.3145937593308,24.434868489707444,182,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180500.9071279,2703356.900723
118.3209400508332,24.438102143373893,183,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181146.187041221,2703711.88596874
118.31773194058725,24.438597703872976,184,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180821.158455742,2703768.37247078
118.32140627611777,24.441316886299397,185,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181195.206617861,2704067.71492548
118.31703813014317,24.436428404025094,186,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180749.622173143,2703528.45038276
118.31514288975335,24.432752558150995,187,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180555.431045781,2703122.26746776
118.31773022402697,24.437706484218527,188,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180820.498088335,2703669.662985
118.32362716016397,24.441637632460878,189,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181420.56964079,2704102.13856649
118.31692273873279,24.438995589895562,190,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180739.323914789,2703812.84630996
118.31239478926049,24.437521177337416,191,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180279.386712543,2703651.81435694
118.31772676865033,24.433886934924054,192,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180818.063685854,2703246.61647072
118.31862786374477,24.438359281364445,193,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180911.873849059,2703741.51782721
118.31569141276402,24.437115554852848,194,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180613.440648367,2703605.23240529
118.31568595904332,24.435955747932283,195,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180612.252914881,2703476.77640499
118.31831647461222,24.435239103366367,196,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180878.598347977,2703396.08639996
118.31491607972593,24.438979361279372,197,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180535.843252041,2703812.0539746
118.31499143340247,24.438911575918699,198,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180543.446849187,2703804.50835399
118.31366060662006,24.436728812291225,199,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180407.305027969,2703563.41629129
118.31698249388559,24.43879619095377,200,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180745.274055454,2703790.73124921
118.32056094588698,24.439294025079107,201,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181108.393893826,2703844.08575785
118.31553631965325,24.439341887690436,202,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180598.932990755,2703851.89596127
118.31276753848105,24.437322138746893,203,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180317.073903025,2703629.58147428
118.32397561818892,24.444176096121318,204,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181457.274639874,2704383.12292864
118.31828388606984,24.43956158019531,205,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180877.650486529,2703874.85455863
118.31277295155024,24.436792784025727,206,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180317.331847237,2703570.9480703
118.31227618576557,24.435954382137989,207,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180266.498636546,2703478.3377524
118.31681685927342,24.433647778314615,208,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180725.666086787,2703220.58260113
118.31686797825485,24.437273703921111,209,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180732.830531041,2703622.15980073
118.32006947101874,24.438695961365109,210,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181058.234099254,2703778.08960119
118.31445383538502,24.435577364965493,211,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180487.107240942,2703435.48506233
118.32031913889583,24.441426265840196,212,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181085.034333791,2704080.37030817
118.31556545805027,24.43757645894048,213,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180600.921158405,2703656.3446728
118.32129685395026,24.438748278020313,214,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181182.717228153,2703783.27362147
118.32551960034476,24.443377839384972,215,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181613.394481969,2704293.94555629
118.31484191778725,24.435267547798617,216,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180526.289441313,2703400.97537996
118.31894242190612,24.436468081070917,217,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180942.739547313,2703531.8940713
118.32222698489058,24.443588917871232,218,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181279.655291553,2704318.95463405
118.3167949567091,24.435729954072631,219,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180724.582695055,2703451.21259211
118.32485296848212,24.443246589720644,220,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181545.73069607,2704279.73794926
118.32206471247342,24.440038277562575,221,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181261.276324395,2703925.77087666
118.317590107138,24.434964408253776,222,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180804.79386829,2703366.02424447
118.32458252330899,24.442620293265438,223,09020,0902001,0902001-002,西門里,金城鎮,金門縣,181517.970593984,2704210.50392029
118.31441104791656,24.436668290995204,224,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180483.36668131,2703556.33612685
118.31322278490066,24.439256108155522,225,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180364.298020111,2703843.55658306
118.31410851606211,24.437172353417807,226,09020,0902001,0902001-002,西門里,金城鎮,金門縣,180452.966399863,2703612.3173455
